user,recovery_time,max_recovery_time,median_recovery_time
user_000440,16.635406,64.248259,12.510348
user_000441,2457.743156,44677.458755,10.726951
user_000442,25.743143,140.360739,10.290425
user_000444,905.785081,3714.670097,330.337507
user_000445,164.543037,1137.206479,13.275229
user_000447,54.345912,341.263198,14.736013
user_000448,611.076818,4182.566938,17.571597
user_000449,28.792316,79.472663,13.29128
user_000450,11.837422,18.114889,9.492563
user_000451,620.003475,1706.918362,117.011764
user_000452,25.827938,121.935105,10.789909
user_000453,28.937172,28.937172,28.937172
user_000454,13822.951817,81272.154266,124.550199
user_000455,60066.250116,237704.096033,1251.792769
user_000456,20179.891423,80688.236815,11.535379
user_000457,4972.346162,18496.348355,29.537782
user_000458,11112.715518,21127.694981,12194.42815
user_000459,16.110052,43.453636,11.573876
user_000460,16.251228,16.251228,16.251228
user_000461,32.820512,42.282887,31.952329
user_000462,1509.732786,4085.210334,430.361889
user_000463,9.529059,17.02757,7.454645
user_000464,3798.744551,7583.224246,3798.744551
user_000465,6.271824,6.271824,6.271824
user_000466,20.01983,110.82135,8.746365
user_000467,5953.111582,251064.329768,30.486122
user_000468,13.37057,44.133919,10.78786
user_000469,39.961043,112.063538,22.920902
user_000471,219.013532,2749.569208,19.593046
user_000472,85414.408817,256211.404528,16.07635
user_000473,140060.404918,280107.727274,140060.404918
user_000474,284.375307,1301.543823,90.548427
user_000475,2947.101857,61258.960792,86.995497
user_000476,36051.516674,83209.890779,30195.202356
user_000477,468.518737,3913.770343,34.339917
user_000478,25512.892504,51013.114997,25512.892504
user_000479,13.743617,29.703516,7.343341
user_000480,2957.349194,11723.287162,1143.25818
user_000481,2239.279255,22223.67544,10.037741
user_000483,165.003874,321.245021,165.003874
user_000484,2.630596,2.630596,2.630596
user_000486,16135.943841,65962.711304,434.887807
user_000487,185.2343,275.011979,183.68204
user_000488,9.558917,21.691411,7.880607
user_000489,36.87855,74.251479,28.895912
user_000490,209.723311,582.49672,31.476743
user_000491,63205.192245,240032.114626,474.255316
user_000492,32.15006,144.035213,12.708269
user_000493,0.0,,
user_000494,1190.784961,1190.784961,1190.784961
user_000495,7.898612,8.803477,7.898612
user_000496,2155.669897,12766.802228,9.054972
user_000497,946.674866,4067.791531,417.479452
user_000498,7.460659,8.14093,7.460659
user_000499,6032.315244,47806.962083,70.628315
user_000500,15731.542667,134209.051399,181.872441
user_000501,33.818041,64.198112,25.806878
user_000502,174.605085,2752.629317,23.349694
user_000503,3618.030429,40413.230946,121.79234
user_000504,355.866079,4601.179183,29.959421
user_000505,46799.796751,400360.908894,130.211528
user_000506,60.751898,411.44591,18.026028
user_000507,59.649785,400.19361,17.638608
user_000508,4.065931,4.065931,4.065931
user_000509,3118.119093,48569.04112,34.034995
user_000510,10.99262,10.99262,10.99262
user_000511,14.64429,17.886485,14.864526
user_000512,14.73147,21.236389,15.228868
user_000513,11883.452668,86056.823959,64.193942
user_000514,9.147578,13.55639,9.147578
user_000515,295.264848,5595.611889,19.726191
user_000516,30.01551,30.01551,30.01551
user_000517,834.168676,3149.357586,90.697022
user_000518,636.298328,5489.360863,18.860224
user_000519,2165.510362,8625.581903,13.686267
user_000520,107000.428922,320948.703354,26.623139
user_000521,632.069746,5575.712155,14.190933
user_000522,1348.169626,10844.092732,19.704956
user_000523,0.0,,
user_000525,9.391103,164.64485,5.537969
user_000526,79.991737,141.144349,79.991737
user_000527,14.773571,31.168559,10.400032
user_000528,1024.938205,8332.347025,18.736353
user_000529,6.414756,6.414756,6.414756
user_000530,640.166106,8126.160373,9.592939
user_000531,946.370235,1999.655402,834.808789
user_000532,8.720244,12.414556,9.230284
user_000533,972.27667,6693.296093,23.806259
user_000534,296.429513,1623.792968,13.233284
user_000535,10.358347,19.233842,7.881301
user_000536,111.93705,212.864055,105.654266
user_000537,63010.1316,438610.624955,16.59047
user_000538,27.079059,115.634855,13.943793
user_000539,81.556076,116.59351,81.556076
user_000540,2323.68037,36661.876963,19.795097
user_000541,26.216548,26.216548,26.216548
user_000542,238.544742,918.387947,15.052232
user_000543,2245.966505,9411.82396,18.425691
user_000544,5.547107,8.116744,4.615271
user_000545,31.751852,31.751852,31.751852
user_000546,22.544773,87.923911,16.578022
user_000547,37.358166,64.039427,40.150199
user_000548,29.561084,119.652937,12.139436
user_000550,31396.990781,62756.860816,31396.990781
user_000551,43.630397,43.630397,43.630397
user_000552,0.0,,
user_000553,6.612913,6.612913,6.612913
user_000554,16517.587843,88840.34379,2325.689011
user_000555,11354.546141,123217.122655,15.964077
user_000556,10764.403965,69952.526349,27.065473
user_000557,15.201615,15.201615,15.201615
user_000558,37123.498282,181262.430131,67.3104
user_000559,576.128565,7702.316031,22.569454
user_000560,85.516932,85.516932,85.516932
user_000561,9.332102,11.17784,9.332102
user_000562,32.68607,52.599665,32.68607
user_000563,39.563006,39.563006,39.563006
user_000564,36.983802,97.204386,7.196903
user_000565,97.5031,188.98941,97.5031
user_000566,5.035383,5.578872,5.035383
user_000567,5.563345,5.99326,5.399358
user_000568,10.509141,14.274686,12.335476
user_000569,33.736364,67.892457,28.722036
user_000570,119.02082,722.531979,20.266633
user_000571,14899.526732,133848.870177,27.215946
user_000572,1081.132931,26794.753402,43.582314
user_000573,9.699964,13.863078,10.400289
user_000574,0.0,,
user_000575,108.679329,212.404211,108.679329
user_000576,436.933275,3458.800943,9.917778
user_000577,46224.466834,231058.913966,18.58121
user_000578,169.445196,1757.851458,21.046835
user_000579,0.0,,
user_000580,32.751249,68.161978,20.745189
user_000581,708.460712,8960.295452,17.331792
user_000582,862.278214,8909.386496,19.656744
user_000583,251.941809,860.076688,89.595666
user_000584,8.220983,10.041521,8.220983
user_000585,28385.57169,84610.05412,534.320264
user_000586,13.926549,19.675557,13.926549
user_000587,21746.02382,86904.252477,34.285181
user_000588,4106.295001,65935.853902,30.002788
user_000589,0.0,,
user_000590,181.10717,4481.570011,25.643648
user_000591,11507.656169,79269.736252,1390.769793
user_000592,10.680392,12.148728,10.680392
user_000593,12.295946,14.824525,12.295946
user_000594,18692.040933,144325.068778,45.196481
user_000595,110.877641,110.877641,110.877641
user_000596,47.553932,89.827986,47.553932
user_000597,8763.437315,48168.566993,797.128078
user_000598,140.530791,336.633986,80.028242
user_000599,138567.565467,415680.530377,15.907051
user_000600,0.0,,
user_000601,417.29255,2622.441951,46.960087
user_000602,20640.082438,20640.082438,20640.082438
user_000603,89.416008,274.50943,43.384856
user_000604,10163.299253,50634.406546,37.928225
user_000605,4337.165995,12953.413736,51.759016
user_000606,2121.54571,3352.410132,2966.781957
user_000607,119044.830426,612874.709272,18.114356
user_000608,457.743474,49770.109414,6.925617
user_000609,11985.532783,23950.890516,11985.532783
user_000610,1366.049493,5575.444179,249.850438
user_000611,18.015086,18.989887,18.173366
user_000612,44.105953,120.015618,6.559449
user_000613,28.828178,52.778582,33.412188
user_000614,113.007495,1455.075766,16.068783
user_000615,256.713808,1627.902492,17.38864
user_000616,68.091218,125.093531,88.250243
user_000617,15446.038039,61539.583414,107.503873
user_000618,532.532744,18765.897179,36.869521
user_000619,68.782585,125.567998,68.782585
user_000620,173179.156333,612856.200646,38.938213
user_000621,11570.975622,51018.258859,100.139889
user_000622,10.6612,24.847931,7.557954
user_000623,0.0,,
user_000624,14.51125,14.51125,14.51125
user_000625,0.0,,
user_000626,81606.465255,81606.465255,81606.465255
user_000627,19.421223,21.374126,19.421223
user_000629,18.682936,50.609128,10.779838
user_000630,15194.584865,206110.796937,12.528332
user_000631,9.870932,15.772092,9.26086
user_000632,5352.286134,37271.815546,14.127502
user_000633,26.728572,791.108144,12.421836
user_000634,1169.674714,48522.605988,14.649173
user_000635,13762.477586,82460.917231,21.475778
user_000636,63.791336,251.724038,44.447475
user_000637,6765.413163,135462.461343,31.161901
user_000638,134173.499278,134173.499278,134173.499278
user_000639,25.590151,129.716005,14.794746
user_000640,774.727602,6742.9791,23.037155
user_000641,26635.907835,90751.768215,7887.735487
user_000642,209.175471,509.640198,150.675386
user_000643,28.215338,72.652842,6.158043
user_000644,1970.695609,3678.395658,1970.695609
user_000645,16.775479,16.775479,16.775479
user_000646,94.649348,94.649348,94.649348
user_000647,17.569169,41.731705,14.531163
user_000648,0.0,,
user_000649,14.975572,28.540544,11.643635
user_000650,7962.565516,266700.493803,20.863753
user_000651,38.034632,38.034632,38.034632
user_000652,58.806088,2045.554139,12.101374
user_000653,0.0,,
user_000654,4060.931317,12153.91271,19.635222
user_000655,116.346476,213.117352,116.346476
user_000656,21.660838,27.031775,21.660838
user_000657,0.0,,
user_000658,0.0,,
user_000659,138.84479,530.372394,70.819514
user_000660,29073.948187,173063.396997,44.393914
user_000661,1888.071751,22452.864782,10.973897
user_000662,2467.443087,7232.113827,131.984157
user_000663,46332.898462,318119.135212,167.008926
user_000664,43.467881,182.925656,13.778555
user_000665,1984.888768,54749.83904,13.56065
user_000666,128.32625,796.358332,30.452756
user_000667,521.532184,521.532184,521.532184
user_000668,5412.018848,83851.824507,14.201168
user_000669,0.0,,
user_000670,2860.698941,15777.805081,10.642504
user_000671,101.210604,323.06308,23.638793
user_000672,1114.211922,3322.775953,10.277307
user_000673,83.061626,304.075368,11.421148
user_000674,36.14109,36.14109,36.14109
user_000675,6276.602944,87298.347192,17.362673
user_000676,130.425016,516.08384,31.569905
user_000677,55.950249,114.032524,49.737956
user_000678,2518.796466,43053.507159,9.919816
user_000679,44236.103582,523411.733883,142.214129
user_000680,11798.92817,420460.490928,15.965431
user_000681,0.0,,
user_000682,47.477779,117.81831,32.451499
user_000683,6314.898573,47278.46216,51.000763
user_000684,37593.324069,383977.626137,17.985138
user_000685,209.548235,798.471696,104.0391
user_000686,786.690434,3103.003555,18.83703
user_000687,6047.80198,30040.748548,13.812646
user_000688,502.525387,2473.546548,12.648086
user_000689,0.0,,
user_000690,14424.894019,68951.128784,206.66708
user_000691,5079.694276,54892.328077,24.76124
user_000692,6522.019748,45457.897721,14.513987
user_000693,226.712141,829.380602,33.280873
user_000694,7.570865,8.430456,7.570865
user_000695,0.0,,
user_000696,49238.563318,563610.181847,142.692641
user_000697,8073.917454,86425.703722,56.71909
user_000698,19.386024,28.031794,19.386024
user_000699,14.516537,31.995591,11.150038
user_000700,108.422063,202.326869,108.311236
user_000701,141.130708,409.308038,7.7479
user_000702,29.80218,69.967068,23.196282
user_000703,48.469237,48.469237,48.469237
user_000704,21.142783,37.399491,19.597064
user_000705,1944.301625,19556.16264,49.733961
user_000706,133127.408015,665412.776441,60.091783
user_000707,21.095534,37.244838,18.527643
user_000708,19.462208,22.368428,19.462208
user_000709,417.550785,4402.276244,18.60767
user_000710,10468.53287,79475.735839,90.820305
