user,recovery_time,max_recovery_time,median_recovery_time
user_012662,79.032512,126.722477,82.487664
user_012663,155.391324,562.816236,74.519315
user_012664,19135.682127,107953.792505,27.483526
user_012665,49.81431,49.81431,49.81431
user_012666,46.189336,46.189336,46.189336
user_012667,92826.953578,504216.822123,345.65774
user_012668,58304.94319,170377.601055,4226.009415
user_012669,18.084634,18.084634,18.084634
user_012670,97543.190534,287990.439213,4563.900027
user_012671,42.569961,84.84553,40.281047
user_012672,1377.717288,5433.385948,34.11273
user_012673,7.454708,8.48115,7.454708
user_012674,4203366.025935,4203366.025935,4203366.025935
user_012675,0.0,,
user_012676,42.242497,50.612361,49.241341
user_012677,91.091144,254.731226,84.565184
user_012678,34593.711651,433077.138778,116.207876
user_012679,0.0,,
user_012680,6959.610261,102577.030124,31.428622
user_012682,14607.88746,72991.571222,13.416115
user_012683,0.0,,
user_012684,5250.555612,40333.761751,234.98811
user_012685,87642.671511,87642.671511,87642.671511
user_012686,30.419231,55.176712,27.632047
user_012687,0.0,,
user_012688,35529.75803,147729.437174,14291.375163
user_012689,35763.28117,249721.851621,47.96385
user_012691,11382.068031,52395.15214,364.15113
user_012692,29.54589,84.1068,14.481014
user_012693,29.767564,44.947057,29.767564
user_012694,12.648355,12.648355,12.648355
user_012695,45.735637,98.627245,30.173308
user_012696,23199.854627,46383.207303,23199.854627
user_012697,32837.955806,65626.943569,32837.955806
user_012698,7.940581,7.940581,7.940581
user_012699,54.140072,576.471966,11.413244
user_012700,11054.091524,75506.542843,31.020724
user_012701,17276.776768,63730.440653,2684.518513
user_012702,12159.079164,69528.211471,1186.55179
user_012703,48609.663416,48609.663416,48609.663416
user_012704,1052.855378,3107.971087,40.162063
user_012705,164365.001846,328714.351309,164365.001846
user_012707,70.369307,536.2164,10.612527
user_012708,59.421599,138.022891,34.617568
user_012709,0.0,,
user_012710,34.145286,34.145286,34.145286
user_012711,0.0,,
user_012712,0.0,,
user_012713,1980.998412,17400.483106,20.816924
user_012714,21.692697,21.692697,21.692697
user_012715,2843.587584,10992.625491,180.513487
user_012716,10.359852,10.359852,10.359852
user_012717,15050.434746,159098.683147,18.860136
user_012718,13.365181,15.419707,13.365181
user_012719,19.213538,25.062526,19.213538
user_012720,0.0,,
user_012721,16.055553,16.055553,16.055553
user_012722,30.556697,30.556697,30.556697
user_012723,54.61562,78.476206,54.61562
user_012724,33.600213,33.600213,33.600213
user_012725,14019.764337,84073.732987,85.220442
user_012726,121734.000362,608459.277277,16.821892
user_012727,41445.940984,112934.327868,11384.00258
user_012728,298407.236344,629287.468656,265916.200082
user_012729,268.822841,2614.684687,12.757151
user_012730,0.0,,
user_012731,22.853061,22.853061,22.853061
user_012732,15.512688,15.512688,15.512688
user_012733,16.922125,16.922125,16.922125
user_012734,4163.898545,123821.267089,14.642138
user_012735,32.633038,32.633038,32.633038
user_012736,1018.259054,2027.073678,1018.259054
user_012737,16.446714,16.446714,16.446714
user_012738,8287.302319,24194.590771,618.600033
user_012739,216429.394477,216429.394477,216429.394477
user_012740,145232.208564,435616.15566,59.025483
user_012741,19.046737,19.046737,19.046737
user_012742,4869.325874,23589.314009,24.375127
user_012743,0.0,,
user_012744,106722.198893,526920.909299,17098.522131
user_012745,84848.999311,254484.480283,59.32117
user_012746,45357.334648,278802.88773,475.283847
user_012747,12964.605044,87434.177548,12.481595
user_012748,0.0,,
user_012749,0.0,,
user_012750,2532.449472,34484.103442,20.370963
user_012751,0.0,,
user_012752,1473.611444,7327.784395,9.877968
user_012753,37.340135,37.340135,37.340135
user_012754,2092.86695,6261.714114,10.503211
user_012755,25.398,49.787793,24.094337
user_012756,615.140936,36222.65855,8.453353
user_012757,70.843768,70.843768,70.843768
user_012758,0.0,,
user_012759,0.0,,
user_012760,1071.797443,2117.678361,1071.797443
user_012761,19.166044,25.934985,24.07163
user_012763,0.0,,
user_012764,5436718.806516,5436718.806516,5436718.806516
user_012765,0.0,,
user_012766,0.0,,
user_012767,12.52269,31.689584,7.065403
user_012768,181.518865,795.296163,19.563809
user_012769,20948.195144,62741.09105,67.772299
user_012770,49.1253,109.4426,29.178048
user_012771,63.755933,63.755933,63.755933
user_012772,21.993782,26.319546,21.993782
user_012773,0.0,,
user_012774,48.441426,86.142631,48.441426
user_012775,0.0,,
user_012776,0.0,,
user_012777,27812.054909,266763.859027,3836.207941
user_012778,69531.152967,400234.369551,34.330867
user_012779,31406.820135,156947.192556,12.407894
user_012780,77.130429,77.130429,77.130429
user_012781,5.854314,5.854314,5.854314
user_012782,7321.049538,36738.9407,50.502526
user_012783,0.0,,
user_012784,8375.769612,65273.33351,199.422066
user_012785,14519.2483,156451.309401,25.779884
user_012786,22.967519,50.189728,18.107496
user_012787,0.0,,
user_012788,0.0,,
user_012789,14.221907,14.221907,14.221907
user_012790,6423.780866,140255.734507,11.716696
user_012791,153728.81199,441075.578741,20096.46535
user_012792,16418.730367,101301.408661,20.215724
user_012793,77.05492,445.860171,13.700792
user_012794,424122.575551,1692639.847684,1911.827243
user_012795,23206.646516,91994.170716,410.409909
user_012797,0.0,,
user_012798,3988.266898,7888.884247,3986.007173
user_012799,0.0,,
user_012801,41.510607,80.719495,28.811322
user_012802,0.0,,
user_012803,112473.065718,112473.065718,112473.065718
user_012805,0.0,,
user_012806,0.0,,
user_012807,12626.979998,66861.220384,1239.083959
user_012808,15.92906,20.973233,16.722243
user_012809,88084.435316,264121.252335,110.324207
user_012810,5879.485468,75134.027995,8.339843
user_012811,24800.076352,99029.247114,78.733559
user_012812,14417.065242,49098.380655,4271.86857
user_012813,324.035639,324.035639,324.035639
user_012814,17.709114,17.709114,17.709114
user_012815,30.960804,30.960804,30.960804
user_012816,74893.171078,448065.502518,133.830876
user_012817,42.324992,73.787471,42.324992
user_012818,78668.244591,272439.071033,21082.740864
user_012819,371.36693,606.746639,371.36693
user_012820,13742.229843,27509.717142,13718.372997
user_012821,16859.254133,73099.472289,476.899572
user_012822,0.0,,
user_012823,0.0,,
user_012824,32056.407542,236878.756758,170.228348
user_012825,18961.059466,405578.530239,180.220765
user_012826,3806.988215,6619.526353,4779.060424
user_012827,91.720628,225.668245,44.019077
user_012829,22.020888,49.186942,18.708047
user_012830,14.956538,14.956538,14.956538
user_012832,307.275708,1319.252476,30.750026
user_012833,0.0,,
user_012834,45161.293065,264131.312091,20003.707685
user_012835,15.24051,35.719201,11.718279
user_012836,32590.194543,65168.636479,32590.194543
user_012837,0.0,,
user_012838,38.091709,38.091709,38.091709
user_012839,131284.437558,1277083.48246,120.163965
user_012841,0.0,,
user_012842,522031.695531,522031.695531,522031.695531
user_012843,16406.657049,90975.47943,21.577077
user_012844,12.602604,12.602604,12.602604
user_012845,0.0,,
user_012846,97080.572027,241815.311518,81656.53023
user_012847,10741.868941,100599.75948,287.723438
user_012848,719190.382931,1438369.406913,719190.382931
user_012849,0.0,,
user_012850,11.948521,11.948521,11.948521
user_012851,11525.067692,76506.959231,224.719657
user_012852,107.874219,658.684654,28.53453
user_012853,11979.123271,69947.049297,25.576893
user_012854,0.0,,
user_012855,71.009827,71.009827,71.009827
user_012856,1944.390879,36217.362155,9.869561
user_012857,34219.353247,281014.948409,325.460946
user_012858,0.0,,
user_012859,17153.512471,68517.416774,46.388579
user_012860,12210.653799,132016.078503,31.934454
user_012861,19.787028,32.358264,21.286108
user_012862,58891.278967,178928.898189,28174.388282
user_012863,38.838288,61.133862,46.718802
user_012864,0.0,,
user_012865,44.517256,65.114816,45.516395
user_012866,25.731519,39.102011,25.731519
user_012867,22.876367,54.470699,14.704167
user_012868,104.533293,202.857557,97.242811
user_012869,52421.651945,380538.550394,65.459094
user_012870,32258.771732,419045.848928,41.953981
user_012871,14.157856,24.178586,14.157856
user_012872,37835.005782,66986.192753,46361.115312
user_012873,107.296743,158.515526,97.923923
user_012874,0.0,,
user_012875,20.580468,27.379542,21.831925
user_012876,18566.170789,55647.838059,30.735394
user_012878,13.847825,23.495487,12.829961
user_012879,0.0,,
user_012880,0.0,,
user_012881,25483.024838,115504.048743,18.737308
user_012882,18387.685373,86688.470819,96.433043
user_012883,16.086153,24.363007,16.086153
user_012884,19814.052097,163274.798923,16.861062
user_012885,27857.527315,87280.072657,306.62744
user_012886,346.366668,1985.177693,12.281536
user_012887,15.210249,16.653128,15.210249
user_012888,172146.336183,344261.216146,172146.336183
user_012889,0.0,,
user_012890,34.705005,34.705005,34.705005
user_012891,50.410756,80.118151,51.644241
user_012892,79.53161,336.415095,53.999125
user_012893,4.884624,4.884624,4.884624
user_012894,2691.854994,20225.80844,47.000235
user_012895,30.112854,30.112854,30.112854
user_012896,7862.600703,38485.951144,67.891409
user_012897,21.439816,21.439816,21.439816
user_012898,0.0,,
user_012899,39853.052908,308094.889847,14.626713
user_012900,3911.674376,3911.674376,3911.674376
user_012901,32.611037,69.147958,21.343056
user_012902,0.0,,
user_012903,53.613905,121.595548,30.554527
user_012904,14.182088,65.246873,6.333672
user_012905,22665.720033,45251.487638,22665.720033
user_012906,0.0,,
user_012907,11.35896,11.35896,11.35896
user_012908,0.0,,
user_012909,5699.799504,60017.529869,9.007495
user_012910,243905.51346,730327.177225,71450.185823
user_012911,70.792441,221.237247,27.005209
user_012912,4030.60962,4030.60962,4030.60962
user_012913,38799.832706,116365.383661,22.117394
user_012914,55.721329,55.721329,55.721329
user_012915,21.380632,26.773714,25.794169
user_012916,27.278584,89.183869,13.386924
user_012917,97877.736158,161083.151822,80858.207052
user_012918,13.742518,31.566396,6.038217
user_012919,18674.437557,37344.979408,18674.437557
user_012920,0.0,,
user_012921,405.349692,405.349692,405.349692
user_012922,75979.189325,418137.108536,6998.27975
user_012923,17.064566,20.545296,16.813739
user_012924,224.031734,770.512916,46.802884
user_012925,51.720634,127.986874,20.610152
user_012926,9.72645,9.72645,9.72645
user_012927,52.491736,136.881271,13.766561
user_012928,64.952728,120.874618,64.952728
user_012929,33938.137358,237143.371655,54.991625
user_012930,4902.678116,44161.292184,16.818188
user_012931,48013.223317,166461.771037,328.154401
user_012932,48.094489,119.899327,16.218343
user_012933,209.822727,1163.80859,61.171474
user_012934,0.0,,
user_012935,124561.423109,3978275.022401,15.538621
user_012936,11.804084,14.935845,11.804084
user_012937,19436.17182,91887.523546,29.420941
user_012938,741500.913324,741500.913324,741500.913324
user_012939,21925.513835,83734.062973,1980.782522
user_012940,2985.995336,24090.210614,11.361897
user_012941,9234.60287,27363.732669,259.074432
user_012942,7134.100425,72809.547241,10.683375
user_012943,19264.604117,84938.66828,1613.201504
user_012944,14837.50022,44402.673272,55.983621
user_012945,1756.428666,15660.669505,12.569871
user_012946,341.189823,23090.752757,5.185017
user_012947,7.375426,9.765555,7.375426
user_012948,0.0,,
user_012949,2066.820006,6836.710308,180.414655
user_012950,71.642368,126.700631,59.123042
user_012951,0.0,,
user_012952,15723.512528,46508.891353,652.398258
user_012953,28.923549,52.273728,28.923549
user_012954,9084.470237,90075.698019,21.685987
user_012955,654.580909,1289.904072,654.580909
user_012956,427865.729606,855725.074995,427865.729606
user_012957,21251.452784,84958.714335,21.109956
user_012958,6.745212,11.485836,4.549223
user_012959,19198.552239,38391.06844,19198.552239
user_012960,802.664868,3735.56381,72.921345
user_012961,3224.734027,76969.464812,14.988332
user_012962,144733.745588,578485.180736,198.200181
user_012963,19347.8859,101084.570811,83.98473
user_012964,0.0,,
user_012965,4.831289,4.831289,4.831289
user_012966,34.538593,73.901708,16.017093
user_012967,52.560963,89.245026,62.776259
user_012968,0.0,,
user_012969,3.744241,3.744241,3.744241
user_012970,16444.571883,311614.36527,9.476785
user_012971,80955.565403,866951.629154,65.197811
user_012972,17622.717718,87896.305366,28.367311
user_012973,0.0,,
user_012974,21.548104,41.071022,18.469028
user_012976,4399.228023,57916.431304,119.671138
user_012977,601653.962973,601653.962973,601653.962973
user_012978,0.0,,
user_012979,24666.175994,246404.691944,20.683691
user_012980,18269.232349,164132.229854,19.689726
user_012982,139.579164,433.604223,27.3103
user_012983,182.154751,503.161946,36.632671
user_012984,0.0,,
user_012985,25.502708,25.502708,25.502708
user_012986,0.0,,
user_012987,1754.207741,11916.77976,54.151262
user_012988,5.833352,5.979288,5.833352
user_012989,62576.405895,160605.690475,24330.654778
user_012990,47925.988045,456769.700371,55.72044
user_012991,0.0,,
user_012992,0.0,,
user_012994,116301.246222,559048.411757,11372.627002
user_012995,0.0,,
user_012996,0.0,,
user_012997,22.566685,82.594408,11.786595
user_012998,193.962978,10607.572481,10.761632
user_012999,24.812186,75.014881,9.846031
user_013000,12.296494,12.296494,12.296494
user_013001,8999.495087,57123.158327,200.48311
user_013002,13.02881,26.560256,8.673711
user_013003,34.182372,75.393551,24.533609
user_013004,44.342307,44.342307,44.342307
user_013005,7104.584574,85127.828512,9.04572
user_013006,14.868628,19.723412,14.868628
user_013007,25.015758,25.015758,25.015758
user_013008,2156.063197,6439.573401,23.779302
user_013009,81.051622,81.051622,81.051622
user_013010,4.337274,4.337274,4.337274
user_013011,3170.645919,24352.401688,113.683326
user_013012,318.708038,618.837272,318.708038
user_013013,89.644169,178.840014,75.813896
user_013014,8619.476362,34440.223802,17.359022
user_013015,175.803344,294.467729,175.803344
user_013016,18753.739984,37338.929892,18753.739984
user_013017,568047.484084,568047.484084,568047.484084
user_013018,0.0,,
user_013019,5.742989,7.525683,6.127663
user_013021,84060.204598,587345.791799,198.09347
user_013022,0.0,,
user_013023,156303.411411,312536.001292,156303.411411
user_013024,174.397748,825.225713,29.456211
user_013025,13539.260715,93150.541458,45.694273
user_013026,2259.218438,33733.712694,11.32493
user_013027,62.049683,141.226339,44.339905
user_013028,9.824198,9.824198,9.824198
user_013029,28.52544,28.52544,28.52544
user_013030,0.0,,
user_013031,51312.691281,267299.34643,53.251254
user_013032,4.019982,4.640659,4.363354
user_013033,12.261246,15.371013,11.694718
user_013034,0.0,,
user_013035,7445.57774,56590.483566,79.825717
user_013036,19.731758,38.970262,14.212108
user_013037,0.0,,
user_013038,24.934713,54.847155,20.582703
user_013039,14.305794,20.541542,14.305794
user_013041,21049.099779,74435.891087,4845.369419
user_013042,7970.442751,41475.613053,59.816105
user_013043,45756.76513,333425.385888,1017.376151
user_013045,10.786166,10.786166,10.786166
user_013046,19.905639,19.905639,19.905639
user_013047,101334.942101,101334.942101,101334.942101
user_013048,1556087.75067,1556087.75067,1556087.75067
user_013049,342.880783,678.553593,342.880783
user_013050,1199.752375,1199.752375,1199.752375
user_013051,88.690116,566.661371,41.488072
user_013052,3951.124988,15563.648157,1002.502905
user_013053,186.307798,186.307798,186.307798
user_013054,88997.217433,978234.309513,29.435478
user_013055,12.874894,20.546445,13.308028
user_013056,53781.097297,445503.381853,602.24377
user_013058,306.556698,306.556698,306.556698
user_013059,22.143245,84.997657,5.783509
user_013060,0.0,,
user_013061,43791.5482,87560.780651,43791.5482
user_013062,7238.865853,51236.729678,39.027553
user_013063,19.044614,21.561753,19.044614
user_013064,0.0,,
user_013065,39.16376,117.650065,22.645147
user_013066,14405.212335,70929.019526,429.432393
user_013067,0.0,,
user_013068,8.982313,10.14888,8.982313
user_013069,20.842095,35.160515,16.474567
user_013070,447.25388,889.647842,447.25388
user_013071,2.379844,2.379844,2.379844
user_013072,105.737764,454.094535,24.456795
user_013073,0.66586,0.66586,0.66586
user_013074,52120.520282,260543.90734,14.847474
user_013075,23.418994,23.418994,23.418994
user_013076,23555.381185,105601.24488,1983.627195
user_013077,23653.386045,70902.381536,32.242847
user_013078,34.277867,104.078778,23.649088
user_013079,0.0,,
user_013080,0.0,,
user_013081,53609.091133,214291.385061,61.13864
user_013082,16.51723,16.51723,16.51723
user_013083,4205.923921,15955.509298,428.923741
user_013084,19898.431393,134891.945004,1045.919218
user_013085,0.0,,
user_013086,0.0,,
user_013087,31482.089046,94323.206582,111.785383
user_013088,35268.915561,176152.25758,56.594163
user_013089,27.830724,74.258893,5.004614
user_013090,543473.070196,1630368.108769,33.985461
user_013091,9778.481591,67996.703539,80.185879
user_013092,37.927268,51.288528,37.927268
user_013093,0.0,,
user_013094,13.395306,13.395306,13.395306
user_013095,27.791715,68.528462,18.969098
user_013096,60137.23728,60137.23728,60137.23728
user_013097,59.503549,166.714426,7.463446
user_013098,0.0,,
user_013099,15.070638,15.070638,15.070638
user_013100,35236.691367,160328.337746,147.844336
user_013101,18219.713328,168452.881334,147.575753
user_013102,0.0,,
user_013103,5313.255107,55585.146747,90.617514
user_013104,2266.585884,6776.586236,13.360835
user_013105,4946.922768,17512.249797,1132.168225
user_013106,0.0,,
user_013107,0.0,,
user_013108,20469.815699,140287.785763,153.626053
user_013109,666636.265324,2979442.566441,86451.00492
user_013110,47.909454,180.615186,13.482835
user_013111,0.0,,
user_013112,26.399372,26.399372,26.399372
user_013113,58.520604,58.520604,58.520604
user_013114,1170.387402,5176.514063,207.772023
user_013115,0.0,,
user_013116,33.811993,33.811993,33.811993
user_013117,11.383462,11.637928,11.383462
user_013118,0.0,,
user_013119,4.778806,4.778806,4.778806
user_013120,217.623998,770.68983,16.884847
user_013121,0.0,,
user_013122,37.330649,58.493961,37.330649
user_013123,65.716593,229.164267,31.346863
user_013124,56774.541077,113522.392139,56774.541077
user_013125,3770.188543,40042.022527,108.425004
user_013126,2086.588177,7308.986992,516.322307
user_013127,5956.477299,46945.484493,38.10391
user_013128,122328.029747,611229.891987,45.483146
user_013129,27.862739,68.986136,16.474232
user_013130,13.925472,21.256145,17.42927
user_013131,21698.308665,85828.9941,247.859795
user_013132,28.422706,28.422706,28.422706
user_013133,991.895733,4512.081887,205.138312
user_013134,15201.415492,30385.803669,15201.415492
user_013135,5256.88526,28323.202632,26.844068
user_013136,357.614769,1677.234504,38.23388
user_013137,94.972311,94.972311,94.972311
user_013138,10.862077,10.862077,10.862077
user_013139,0.0,,
user_013140,0.0,,
user_013141,9637.445063,47357.647352,14.340878
user_013142,0.0,,
user_013143,0.0,,
user_013144,23650.215063,70937.346044,8.952701
user_013145,18.579032,18.579032,18.579032
user_013146,2853.252961,25532.545166,15.605143
user_013147,1730.363688,6709.52086,98.962147
user_013148,7969.875865,79605.565864,10.064902
user_013150,50144.966301,248990.893386,113.713646
user_013151,152.295846,230.39957,210.405206
user_013152,77686.452347,455596.806021,294.808802
user_013154,0.0,,
user_013155,0.0,,
user_013156,28696.841178,193340.732562,46.84041
user_013157,8542.057604,35215.076875,106.046493
user_013158,47117.220101,47117.220101,47117.220101
user_013159,39970.504956,39970.504956,39970.504956
user_013160,0.0,,
user_013161,12.684566,17.187314,17.055225
user_013162,0.0,,
user_013163,11.070807,34.717509,9.225242
user_013164,1318.420909,1318.420909,1318.420909
user_013165,29710.463512,242482.843586,586.122171
user_013166,310.541432,1732.827912,12.711267
user_013167,98.456845,149.470235,98.456845
user_013168,44131.499889,87981.896857,44131.499889
user_013169,240206.504686,473712.801097,240206.504686
user_013170,547.577791,547.577791,547.577791
user_013171,29852.920156,178658.903874,75.179517
user_013172,37771.990853,301883.596846,41.020087
user_013173,28.231292,28.231292,28.231292
user_013174,0.0,,
user_013175,0.0,,
user_013177,14.813392,14.813392,14.813392
user_013178,16.07883,42.948216,12.139121
user_013179,14.850871,16.940906,14.850871
user_013180,170.8482,170.8482,170.8482
user_013181,41167.409746,140125.881202,38.182128
user_013182,1319.465384,2627.005105,1319.465384
user_013183,16715.718337,66620.041813,115.490005
user_013184,18.326894,18.326894,18.326894
user_013185,48.961896,105.698126,31.018249
user_013186,0.0,,
user_013187,13.975186,13.975186,13.975186
user_013188,203.840986,484.896721,193.492455
user_013189,9.611251,9.611251,9.611251
user_013190,690.012432,5272.606807,7.787156
user_013191,12059.232407,71744.758194,37.156849
user_013192,102.301014,253.80146,31.239389
user_013193,0.0,,
user_013194,0.0,,
user_013195,17651.232155,88183.739028,17.127509
user_013196,31.461569,31.461569,31.461569
user_013197,26900.559985,163418.38679,7.727327
user_013198,0.0,,
user_013199,0.0,,
user_013200,22604.257996,86894.982292,13956.276506
user_013201,91.995947,258.361265,9.730999
user_013202,15402.316418,46178.019769,17.761574
user_013203,100051.586336,200093.422068,100051.586336
user_013204,7049.558851,56678.696202,67.697045
user_013205,0.0,,
user_013206,29.918768,38.529751,31.756996
user_013207,10.28554,12.975405,10.28554
user_013208,16.161982,16.161982,16.161982
user_013209,19.776316,22.669387,19.776316
user_013210,10986.652862,54576.013782,5.123692
user_013211,12.527846,21.097502,12.624778
user_013212,0.0,,
user_013213,67193.205237,409045.45838,96.73745
user_013215,0.0,,
user_013216,34.225928,77.988868,13.972368
user_013217,26.75132,26.75132,26.75132
user_013218,11265.892936,52765.286196,64.114172
user_013219,22.944612,22.944612,22.944612
user_013220,854.80167,4861.587882,59.422547
user_013221,240.108293,400.332923,240.108293
user_013222,399.630424,1608.862054,43.53385
user_013224,83643.597773,400301.033341,617.592476
user_013225,43698.260186,172851.497791,177.827966
user_013226,43279.506497,43279.506497,43279.506497
user_013227,7127.798186,90906.8787,24.318383
user_013228,126.32572,308.511869,89.026699
user_013229,33971.83634,82061.033007,19848.920965
user_013230,1415.2701,5603.893919,23.615235
user_013231,64813.945287,64813.945287,64813.945287
user_013232,7658.883228,203729.322191,249.298091
user_013233,45240.127917,281648.671376,5171.791291
user_013234,16641.474043,231820.596385,61.133111
user_013235,287.72853,1535.87784,44.928492
user_013236,19.633725,19.633725,19.633725
user_013237,40049.833899,225132.223259,21.141168
user_013238,67607.989633,673271.542757,88.232163
user_013239,10.62444,10.62444,10.62444
user_013240,14597.565204,43754.20979,26.645774
user_013241,0.0,,
user_013242,853.97311,13379.407836,72.675749
user_013243,0.0,,
user_013244,0.0,,
user_013245,33.154186,41.863693,33.154186
user_013246,8330.408778,103589.374207,432.260659
user_013247,7.76303,12.220312,6.952951
user_013248,47.107142,127.311248,30.616784
user_013249,0.0,,
user_013250,23.98714,23.98714,23.98714
user_013251,75.144083,252.778646,20.331771
user_013252,262.035235,262.035235,262.035235
user_013253,17.761455,40.036464,13.697401
user_013254,300.798432,2921.910914,19.320841
user_013255,326.386947,899.913299,173.581782
user_013256,1222.998223,2286.887082,1222.998223
user_013257,20.413315,38.803647,13.555043
user_013258,12.189133,12.189133,12.189133
user_013259,7.542523,7.542523,7.542523
user_013260,86499.320019,172994.023385,86499.320019
user_013261,1259.771655,2506.490647,1259.771655
user_013262,53.681425,53.681425,53.681425
user_013263,9.074091,14.112438,8.098302
user_013264,60.608848,161.679023,43.475028
user_013265,271.90425,1083.925019,18.420822
user_013266,36837.173387,161940.172586,11512.073258
user_013267,63.363748,312.190804,38.932771
user_013268,288576.218943,576971.071301,288576.218943
user_013269,3.157679,3.157679,3.157679
user_013270,377.535757,1123.415924,5.703707
user_013271,840.130397,4975.799376,10.377595
user_013272,43.242136,77.966881,43.242136
user_013273,41.429381,53.417216,41.429381
user_013274,0.0,,
user_013275,3803.754535,23701.605877,9.988558
user_013276,3683.029526,22682.772241,242.272696
user_013277,2006.812567,20528.797337,61.888935
user_013278,13689.671033,104524.617981,68.231103
user_013279,0.0,,
user_013280,39.058346,77.416786,33.213395
user_013281,0.0,,
user_013282,18.976987,33.700497,18.976987
user_013283,41775.006702,41775.006702,41775.006702
user_013284,95.429395,251.873629,54.165787
user_013285,0.0,,
user_013286,279.07089,449.258792,279.07089
user_013287,4.264089,6.433101,4.390964
user_013288,0.0,,
user_013289,41442.874048,205632.276937,1749.039429
user_013290,7.615236,11.426363,7.615236
user_013291,80216.241532,257320.149797,351.153752
user_013292,55904.643727,166922.392105,599.022734
user_013293,0.0,,
user_013295,8.793867,8.793867,8.793867
user_013296,0.0,,
user_013297,21.770669,21.770669,21.770669
user_013298,0.0,,
user_013299,58.34955,58.34955,58.34955
user_013300,154538.032162,463573.048774,23.846609
user_013301,22.613328,39.724365,22.613328
user_013302,43.883016,115.539492,26.081014
user_013303,229.348774,614.330716,133.233976
user_013304,253.241951,590.847584,87.296287
user_013305,10.673344,10.673344,10.673344
user_013306,0.0,,
user_013307,24.298122,52.501965,14.720416
user_013308,0.0,,
user_013309,0.0,,
user_013310,215.481614,215.481614,215.481614
user_013311,92805.206931,370669.525111,268.693735
user_013312,0.0,,
user_013313,0.0,,
user_013314,1692.668286,8324.46287,37.226468
user_013315,16880.610337,33655.419222,16880.610337
user_013316,51576.5032,275408.021531,49.276105
user_013317,17707.528107,70814.803994,5.556204
user_013318,0.0,,
user_013319,12549.302798,52048.345001,84.09328
user_013320,243.818193,243.818193,243.818193
user_013321,15459.144163,64491.345945,5379.802933
user_013323,0.0,,
user_013324,10.968466,25.760885,9.745421
user_013325,39.681663,39.681663,39.681663
user_013326,7.575821,7.575821,7.575821
user_013328,14523.602743,809872.394233,8.255242
user_013329,130.347832,546.763233,62.079292
user_013330,287438.749358,531517.472572,287438.749358
user_013331,15.022033,27.232417,9.020248
user_013332,689.493192,14678.824403,19.44405
user_013333,38.653785,38.653785,38.653785
user_013334,71.977518,260.693075,37.74847
user_013335,28217.540995,56343.155631,28217.540995
user_013336,1365.231032,1365.231032,1365.231032
user_013337,89664.398056,268966.579778,19.489435
user_013338,84186.696951,543504.704566,778.150425
user_013339,167985.676662,167985.676662,167985.676662
user_013340,13.023848,56.498954,9.328392
user_013341,0.0,,
user_013342,3450.94092,3450.94092,3450.94092
user_013343,15.22548,20.388525,15.22548
user_013344,0.0,,
user_013345,2232.751018,8641.132497,107.873167
user_013346,0.0,,
user_013347,94677.925085,198643.048849,125067.190417
user_013348,148.718901,519.842705,31.207569
user_013349,27.299328,78.818825,11.873081
user_013350,83.14482,326.666699,45.714287
user_013351,15025.269563,80970.686847,18.947666
user_013352,6.00487,8.186024,4.917824
user_013353,410.856247,1865.140409,28.353718
user_013354,603938.196406,603938.196406,603938.196406
user_013355,10.790401,34.750928,7.946275
user_013356,361.213006,9482.165038,7.110174
user_013357,302.899916,586.549899,334.518365
user_013358,0.0,,
user_013359,0.0,,
user_013360,0.0,,
user_013361,586.896088,2256.025642,43.072269
user_013362,11575.328633,54020.594198,10.441934
user_013363,24.162325,93.495272,17.195023
user_013364,0.0,,
user_013365,1419.402452,5545.65813,24.009247
user_013366,30.969325,77.327487,20.459143
user_013367,24089.403676,97357.883792,42.143566
user_013368,186164.487625,497472.181025,160523.538697
user_013369,11351.571157,31561.926772,5386.793165
user_013370,337686.583463,1660829.194789,145.931103
user_013371,30266.970745,95224.361314,20941.509851
user_013372,0.0,,
user_013373,67.853083,175.462673,27.301681
user_013374,995.962366,2730.44186,224.504029
user_013375,410.075232,1669.601123,74.036848
user_013376,995.514826,7885.205322,54.808448
user_013377,19391.015367,78696.460502,10609.615298
user_013378,21350.684203,42194.797909,21350.684203
user_013379,0.0,,
user_013380,27851.462061,244700.881155,181.708632
user_013381,27105.430035,135477.258944,10.271065
user_013382,235.426969,893.853269,116.496007
user_013383,0.0,,
user_013384,0.0,,
user_013385,14.472986,35.032061,8.464938
user_013386,301.360998,449.912601,411.288194
user_013387,12.6468,12.6468,12.6468
user_013388,10.762335,10.762335,10.762335
user_013389,16.129487,67.354708,5.028911
user_013390,14956.495989,89631.171653,19.004054
user_013391,0.0,,
user_013392,40.778555,130.039925,14.309485
user_013393,0.0,,
user_013394,0.0,,
user_013395,609.110605,7159.53142,17.02987
user_013396,11.520538,12.668108,11.520538
user_013397,13608.977946,47825.62371,3300.950453
user_013398,79.428536,79.428536,79.428536
user_013399,970.596944,1920.814392,970.596944
user_013400,197748.609192,603230.203741,183483.765364
user_013401,147120.588719,485978.323653,50557.140216
user_013402,5.330073,5.336049,5.330073
user_013403,6043.756407,15740.530678,2373.424466
user_013404,34781.806379,202844.446948,13.622124
user_013405,34.246551,125.010011,4.408085
user_013406,0.0,,
user_013407,28402.561268,312373.424545,37.15458
user_013408,0.0,,
user_013409,42.656312,42.656312,42.656312
user_013410,23.373919,23.373919,23.373919
